5071.6,4974.6
4705.,4455.
4363.1,4191.7
4705.,4995.
4495.,4535.
5080.900000000001,4460.400000000001
4605.900000000001,5034.900000000001
4785.5,5157.8
4435.,4055.
4785.,4105.
4318.6,4529.6
4935.1,4187.2
5174.400000000001,4688.3
4685.,4375.
4605.,4715.
4792.2,5134.3
4300.7,4061.1
4461.3,4791.8
4595.,3695.
4505.,4435.
4615.,3995.
5310.1,4465.3
4835.,5369.400000000001
5022.3,4679.5
4979.7,4256.6
4282.7,4059.7000000000003
4615.,4865.
4130.4,4389.2
4455.,4105.
4775.,4785.
4875.,4815.
4684.,5200.900000000001
4545.,4465.
4404.7,4356.7
5082.5,5029.
4805.,4135.
4645.,3695.
4465.,4235.
4381.2,4193.1
4795.,4535.
4069.9,4240.7
4685.,3825.
5040.8,4220.4
4805.,4105.
4595.,4845.
4785.,4955.
4187.2,3890.8
4525.,4205.
4785.,4925.
5288.3,4356.1
5188.900000000001,4538.8
4625.,4175.
4645.,3945.
5094.3,4311.
4805.,5005.
5137.5,4244.4
4440.7,4592.900000000001
5092.900000000001,4798.2
4336.8,4297.6
4835.,4615.
5134.8,4448.5
4655.,4445.
4191.4,4304.3
4420.,4393.8
4262.1,4327.9
5094.400000000001,4978.5
4254.9,3949.6
4545.,4785.
4435.,4305.
5131.2,4268.8
4183.,4391.5
4100.,4314.8
4280.,4095.5
4426.900000000001,4538.
4721.7,5185.6
4685.,4895.
4915.,4895.
4346.5,4406.2
4775.,4825.
4595.,3995.
4715.,3775.
4555.,4665.
4705.,4405.
4775.,4155.
4100.4,4295.8
4063.1,4096.5
4318.8,4296.3
4695.,3995.
4309.,4421.3
4399.1,4194.4
5075.6,4770.
4151.1,4336.9
4370.1,4336.2
4325.7,4206.9
5113.400000000001,4238.5
4535.,3715.
4310.5,4169.8
4745.,4575.
4575.,4785.
4635.,4875.
5088.7,4721.900000000001
4495.,3705.
4062.6,4312.
4655.,4145.
5280.8,4381.3
4465.,4005.
5008.3,4727.400000000001
4825.,4765.
4925.,4795.
4148.8,3923.5
4745.,4825.
5036.1,4914.5
4418.400000000001,4645.1
5304.1,4492.
4271.6,4436.400000000001
4565.,4545.
4825.,4805.
4835.,4965.
4861.1,5075.2
4635.1,5126.3
4435.,4405.
4264.8,4058.3
4087.9,4242.1
4825.,4785.
4287.,4239.9
4116.7,4082.6
4079.8,4114.3
4665.,3745.
4475.,3855.
4555.,3835.
4336.7,4044.3
5233.,4369.400000000001
4445.,3955.
4605.,3815.
5261.900000000001,4557.900000000001
4595.,4245.
4605.,4745.
5119.400000000001,4703.900000000001
4565.,4045.
4445.,4455.
4665.,4245.
5251.7,4297.9
5204.2,4877.2
4455.,3835.
4992.1,4207.4
4650.400000000001,5163.
4595.,3915.
4545.,4285.
4715.,4555.
4943.3,4191.5
4585.,4695.
4367.3,4371.900000000001
5078.1,4950.8
5126.2,4679.
4560.,4924.3
4585.,3795.
4359.,4245.4
4252.2,3985.4
4655.,4645.
5169.6,4894.5
4104.5,4027.7000000000003
5352.7,4605.1
4485.,4355.
4585.,4665.
4915.,4915.
4425.400000000001,4555.7
4515.,4285.
4418.5,4177.9
5158.2,4943.1
4595.,4195.
4575.,4185.
4395.,3955.
4485.,4035.
4645.,4545.
4471.2,4667.
4228.8,4055.6
4485.,4005.
4715.,4875.
4835.,4685.
4505.,4085.
4755.,4655.
4525.,4435.
4302.1,4509.
4671.400000000001,5128.7
4905.6,5009.7
4183.,4411.400000000001
4104.4,4261.4
5040.1,4709.7
4525.,4685.
4795.,4585.
4555.,4715.
5253.8,4685.8
4595.,3715.
4685.,4125.
4825.,4735.
5157.5,4557.8
4685.,4725.
4545.,3935.
4595.,4495.
4785.,4085.
4238.4,3930.5
4403.400000000001,4374.6
5159.7,4842.6
4299.3,4079.
4345.1,4424.1
4685.,4055.
4495.,4205.
4993.7,5160.6
5025.900000000001,4473.2
4715.,4905.
5302.3,4697.7
4505.,4455.
4544.7,4887.400000000001
4565.,4515.
4093.4,3937.3
