305.,495.
445.,415.
545.,315.
385.,535.
455.,205.
565.,285.
425.,625.
485.,295.
105.,905.
285.,235.
635.,235.
215.,715.
525.,285.
455.,185.
195.,915.
185.,655.
385.,145.
365.,555.
205.,915.
435.,105.
145.,835.
465.,265.
395.,215.
205.,805.
455.,485.
225.,915.
305.,95.
395.,825.
385.,815.
505.,315.
505.,325.
365.,815.
335.,545.
345.,505.
135.,795.
135.,735.
525.,455.
625.,335.
305.,545.
385.,595.
315.,385.
345.,205.
385.,225.
325.,475.
365.,125.
365.,205.
295.,825.
365.,525.
405.,615.
345.,535.
535.,415.
505.,355.
355.,295.
435.,155.
205.,615.
445.,515.
215.,145.
225.,945.
355.,705.
435.,595.
605.,245.
215.,945.
195.,215.
485.,395.
505.,255.
75.,865.
295.,305.
385.,385.
165.,845.
345.,85.
305.,355.
245.,725.
545.,265.
335.,835.
645.,285.
295.,245.
375.,805.
365.,455.
255.,335.
295.,335.
305.,75.
535.,405.
145.,685.
395.,575.
455.,1155.
315.,285.
305.,505.
275.,615.
315.,725.
465.,525.
395.,395.
205.,885.
225.,685.
575.,185.
515.,385.
365.,135.
205.,935.
345.,1015.
235.,685.
625.,135.
235.,95.
535.,125.
135.,815.
535.,315.
235.,385.
275.,565.
305.,365.
255.,75.
295.,525.
465.,1215.
405.,105.
555.,365.
235.,125.
405.,625.
645.,315.
275.,75.
465.,335.
125.,735.
295.,885.
375.,245.
455.,1175.
405.,235.
345.,765.
305.,695.
245.,595.
195.,875.
525.,165.
245.,645.
305.,675.
255.,95.
295.,235.
115.,925.
475.,475.
335.,135.
315.,745.
445.,1175.
255.,875.
435.,185.
205.,225.
295.,215.
365.,565.
235.,895.
335.,935.
105.,885.
285.,55.
325.,305.
335.,255.
315.,495.
295.,765.
365.,425.
345.,325.
205.,645.
395.,465.
115.,805.
185.,725.
245.,235.
295.,275.
505.,115.
385.,775.
445.,405.
315.,775.
305.,935.
275.,915.
155.,855.
145.,45.
275.,245.
145.,895.
255.,305.
635.,295.
185.,695.
435.,115.
315.,515.
175.,815.
535.,425.
385.,355.
285.,815.
265.,835.
575.,305.
495.,475.
435.,435.
425.,585.
635.,255.
135.,25.
465.,445.
325.,955.
385.,285.
315.,205.
225.,585.
345.,1005.
475.,235.
495.,505.
405.,375.
85.,865.
455.,525.
285.,215.
345.,175.
255.,815.
375.,325.
535.,155.
345.,495.
195.,745.
185.,755.
285.,555.
375.,265.
255.,725.
645.,295.
335.,805.
395.,515.
565.,245.
355.,585.
305.,225.
525.,265.
245.,245.
345.,1045.
555.,145.
595.,115.
305.,215.
235.,605.
245.,135.
325.,945.
175.,655.
385.,105.
285.,565.
535.,165.
345.,625.
385.,195.
295.,285.
565.,155.
285.,105.
235.,85.
405.,275.
275.,685.
365.,155.
295.,725.
585.,175.
175.,875.
375.,365.
505.,185.
335.,1025.
485.,485.
105.,935.
295.,665.
425.,265.
85.,815.
305.,525.
175.,755.
285.,925.
245.,835.
265.,615.
255.,695.
615.,305.
235.,665.
175.,675.
275.,555.
545.,205.
385.,325.
335.,605.
355.,315.
615.,335.
375.,195.
255.,355.
355.,545.
145.,805.
185.,245.
295.,855.
285.,835.
395.,195.
255.,915.
415.,245.
355.,205.
215.,115.
595.,345.
415.,205.
395.,475.
385.,805.
375.,455.
235.,105.
145.,775.
465.,475.
365.,795.
335.,365.
445.,145.
315.,95.
335.,765.
425.,1075.
485.,185.
485.,425.
515.,235.
195.,815.
195.,835.
455.,475.
275.,355.
375.,635.
435.,325.
465.,125.
385.,185.
345.,645.
335.,485.
415.,115.
335.,595.
295.,45.
315.,975.
585.,275.
195.,195.
355.,495.
335.,115.
375.,145.
365.,505.
95.,865.
305.,855.
355.,275.
285.,875.
395.,275.
245.,225.
415.,1155.
555.,295.
325.,225.
135.,875.
495.,465.
355.,245.
165.,615.
375.,135.
495.,125.
415.,475.
195.,565.
375.,385.
475.,485.
415.,435.
315.,685.
555.,255.
395.,455.
245.,665.
245.,585.
535.,345.
255.,615.
615.,155.
255.,755.
395.,365.
215.,925.
395.,345.
375.,845.
85.,825.
395.,435.
335.,755.
395.,555.
345.,675.
235.,765.
275.,35.
315.,485.
295.,795.
385.,75.
325.,1005.
135.,725.
275.,175.
545.,395.
345.,195.
385.,625.
215.,585.
575.,345.
305.,335.
605.,325.
495.,485.
385.,555.
455.,195.
225.,825.
445.,1185.
465.,115.
565.,275.
485.,435.
375.,185.
105.,895.
365.,715.
545.,145.
425.,185.
445.,395.
185.,75.
405.,645.
305.,325.
175.,615.
285.,305.
335.,855.
555.,225.
325.,765.
535.,195.
365.,255.
115.,855.
125.,665.
365.,675.
225.,865.
625.,265.
465.,505.
325.,385.
235.,75.
615.,235.
335.,495.
295.,265.
535.,385.
265.,895.
435.,355.
